id,fish_name,betta_tail_type,number_of_colours,fish_length,origin,scale_cleanliness,fin_condition,competition_status
6143,Luelle,Rose,5,5.95,Indonesia,81.48,Untidy,Win
6144,Bren,Spade,3,6.73,Vietnam,61.11,Excellent,Win
6145,Galina,Spade,4,6.81,India,19.05,Untidy,Lose
6146,Nahum,Rose,4,4.35,Thailand,50.99,Good,Win
6147,Bartolemo,Crown,4,5.93,Vietnam,75.77,Excellent,Win
6148,Francois,Halfmoon,2,4.79,Thailand,44.33,Good,Win
6149,Arlen,Plakat,3,6.58,Thailand,4.66,Untidy,Lose
6150,Noell,Plakat,5,4.12,Indonesia,23.54,Untidy,Lose
6151,Fernando,Rose,2,6.1,Indonesia,27.47,Poor,Lose
6152,Mela,Rose,4,5.5,Indonesia,8.12,Good,Lose
6153,Gregor,Crown,5,4.84,Vietnam,28.25,Poor,Lose
6154,Anselma,Rose,4,4.1,Indonesia,28.82,Excellent,Lose
6155,Elbertine,Crown,4,4.62,Vietnam,5.68,Untidy,Lose
6156,Joan,Crown,4,5.74,Indonesia,54.47,Good,Win
6157,Norman,Rose,5,4.52,India,24.83,Poor,Lose
6158,Teddi,Halfmoon,5,4.9,Indonesia,39.24,Poor,Lose
6159,Carina,Spade,5,6.13,Indonesia,54.21,Excellent,Win
6160,Rupert,Rose,4,5.69,Thailand,67.88,Excellent,Win
6161,Genia,Halfmoon,4,4.57,Thailand,81.8,Good,Win
6162,Marisa,Spade,2,4.89,India,7.16,Untidy,Lose
6163,Nickie,Plakat,1,6.09,Thailand,55.61,Excellent,Win
6164,Lucius,Spade,4,6.9,India,16.03,Poor,Lose
6165,Dina,Crown,4,6.26,Vietnam,52.42,Good,Win
6166,Keefe,Crown,5,5.77,Vietnam,77.4,Excellent,Win
6167,Bobbee,Rose,5,6.87,Thailand,21.05,Good,Lose
6168,Eugenio,Crown,2,3.88,India,27.58,Untidy,Lose
6169,Randee,Rose,1,5.64,Thailand,52.13,Good,Win
6170,Kimberli,Rose,3,6.52,Thailand,20.66,Poor,Lose
6171,Kirk,Crown,4,4.33,India,27.57,Untidy,Lose
6172,Bevin,Rose,4,4.52,Vietnam,45.24,Poor,Win
6173,Jillayne,Spade,5,5.74,India,87.96,Excellent,Win
6174,Dene,Rose,3,4.37,Vietnam,55.88,Excellent,Win
6175,Shandee,Halfmoon,1,5.98,Vietnam,56.17,Excellent,Win
6176,Rozalin,Spade,3,3.6,Indonesia,52.75,Poor,Lose
6177,Barnebas,Crown,1,6.78,India,18.96,Untidy,Lose
6178,Alta,Halfmoon,4,3.62,India,11.32,Poor,Lose
6179,Joy,Halfmoon,4,3.7,Indonesia,1.97,Untidy,Lose
6180,Isabeau,Rose,2,6.46,Vietnam,62.24,Excellent,Win
6181,Dolph,Plakat,2,5.84,Vietnam,62.44,Good,Win
6182,Jo-ann,Spade,3,5.76,Thailand,55.88,Excellent,Win
6183,Cordell,Crown,3,6.55,Vietnam,81.91,Excellent,Win
6184,Chevy,Rose,2,5.3,Indonesia,65.81,Excellent,Lose
6185,Melonie,Spade,4,5.47,Indonesia,61.13,Untidy,Lose
6186,Abbe,Plakat,5,6.52,India,29.04,Poor,Lose
6187,Rubina,Spade,3,3.69,Indonesia,57.17,Untidy,Lose
6188,Emilee,Spade,4,4.88,India,5.15,Untidy,Lose
6189,Nichol,Halfmoon,5,5.03,Thailand,30.19,Excellent,Lose
6190,Vasili,Rose,2,4.65,Vietnam,24.03,Untidy,Lose
6191,Joceline,Plakat,5,4.97,Thailand,91.01,Good,Win
6192,Barbabas,Rose,1,5.16,Vietnam,74.03,Good,Win
6193,Lyndsay,Rose,2,4.27,Indonesia,34.09,Good,Win
6194,Myca,Rose,1,6.84,India,2.3,Poor,Lose
6195,Heinrik,Spade,4,5.7,Vietnam,70.77,Excellent,Win
6196,Francois,Spade,1,4.24,Thailand,54.97,Good,Win
6197,Devonne,Plakat,3,4.53,Thailand,54.91,Good,Win
6198,Morris,Rose,2,6.04,Vietnam,24.04,Poor,Lose
6199,Gualterio,Crown,1,5.06,Vietnam,24.22,Excellent,Lose
6200,Pierson,Crown,1,7.07,Indonesia,15.83,Poor,Lose
6201,Katherina,Halfmoon,5,4.41,India,36.7,Poor,Lose
6202,Cosmo,Rose,2,4.2,India,29.09,Untidy,Lose
6203,Rosemonde,Spade,1,3.52,India,1.29,Poor,Lose
6204,Loella,Halfmoon,4,4.12,Thailand,55.95,Good,Win
6205,Rhea,Rose,4,5.0,Thailand,66.98,Poor,Win
6206,Hortensia,Spade,1,4.58,Vietnam,68.46,Good,Win
6207,Gregoire,Halfmoon,1,3.57,Indonesia,32.65,Untidy,Lose
6208,Nannette,Halfmoon,3,3.89,India,42.15,Poor,Lose
6209,Zena,Spade,5,6.81,India,15.79,Poor,Lose
6210,Kirstin,Spade,1,4.8,Vietnam,97.56,Untidy,Win
6211,Em,Rose,1,6.43,Thailand,78.3,Good,Win
6212,Elden,Plakat,1,5.27,Thailand,95.78,Excellent,Win
6213,Ingaberg,Crown,4,6.77,Thailand,58.17,Excellent,Win
6214,Madalena,Halfmoon,5,4.77,India,16.78,Untidy,Lose
6215,Britt,Plakat,1,4.83,Thailand,98.08,Untidy,Win
6216,Letisha,Halfmoon,5,6.0,Vietnam,87.51,Good,Win
6217,Kele,Halfmoon,4,6.94,India,48.93,Good,Lose
6218,Candis,Plakat,3,4.92,Thailand,37.83,Good,Win
6219,Emma,Crown,1,4.99,Vietnam,96.38,Good,Win
6220,Ezechiel,Spade,5,3.78,India,16.91,Excellent,Lose
6221,Saidee,Plakat,1,4.02,Thailand,43.03,Excellent,Win
6222,Orran,Crown,1,4.33,India,9.42,Untidy,Lose
6223,Paige,Plakat,1,4.25,India,20.29,Poor,Lose
6224,Aurlie,Crown,3,4.77,India,44.87,Untidy,Lose
6225,Fabe,Halfmoon,3,4.24,India,5.08,Poor,Lose
6226,Etheline,Spade,4,6.57,Thailand,98.07,Good,Lose
6227,Artemus,Plakat,2,4.36,Thailand,43.93,Excellent,Win
6228,Lois,Rose,5,6.01,Indonesia,16.88,Poor,Lose
6229,Lewes,Plakat,4,5.82,Thailand,79.53,Good,Win
6230,Zebulon,Halfmoon,2,4.85,Indonesia,50.79,Excellent,Win
6231,Reinold,Crown,4,6.12,Thailand,63.59,Excellent,Win
6232,Perrine,Plakat,4,6.56,Thailand,95.6,Poor,Win
6233,Kynthia,Halfmoon,3,6.8,India,14.34,Untidy,Lose
6234,Cortie,Rose,3,6.57,India,78.87,Excellent,Win
6235,Eydie,Spade,1,4.59,Thailand,73.04,Good,Win
6236,Alidia,Spade,4,4.74,Vietnam,89.98,Good,Win
6237,Becky,Spade,2,4.56,Thailand,35.5,Excellent,Win
6238,Jacobo,Plakat,1,5.4,Vietnam,92.64,Excellent,Lose
6239,Otis,Crown,3,5.15,Thailand,83.58,Poor,Win
6240,Joe,Halfmoon,2,6.44,Vietnam,66.17,Good,Win
6241,Marrissa,Rose,5,6.07,India,17.8,Poor,Lose
6242,Chrissy,Spade,4,7.03,India,32.27,Poor,Lose
6243,Glenna,Spade,4,6.41,Indonesia,25.7,Untidy,Lose
6244,Goldi,Crown,5,4.87,Thailand,85.36,Excellent,Win
6245,Donica,Plakat,4,3.92,Indonesia,30.23,Poor,Lose
6246,Odetta,Spade,3,5.73,India,78.12,Excellent,Win
6247,Carly,Crown,1,4.74,India,22.88,Untidy,Lose
6248,Domingo,Rose,1,5.84,India,92.0,Untidy,Lose
6249,Nanice,Plakat,4,6.24,India,95.71,Poor,Win
6250,Fiona,Halfmoon,2,5.18,Vietnam,48.0,Good,Lose
6251,Karlotte,Spade,2,5.53,Thailand,62.49,Excellent,Lose
6252,Mayer,Rose,1,3.68,Vietnam,49.48,Poor,Lose
6253,Rebe,Rose,2,7.08,India,7.4,Poor,Lose
6254,Alvinia,Plakat,3,4.9,Indonesia,5.9,Untidy,Lose
6255,Brian,Plakat,2,5.71,Thailand,62.98,Excellent,Win
6256,Sharity,Crown,1,4.37,Indonesia,17.06,Poor,Lose
6257,Cletus,Halfmoon,3,6.64,Thailand,51.54,Excellent,Win
6258,Abeu,Halfmoon,5,6.5,India,52.44,Excellent,Win
6259,Mandel,Rose,3,4.95,Vietnam,49.44,Poor,Win
6260,Kimmie,Crown,1,6.44,India,39.83,Poor,Lose
6261,Gweneth,Plakat,3,5.28,Thailand,90.31,Excellent,Lose
6262,Cherilyn,Halfmoon,1,6.68,Indonesia,83.32,Excellent,Win
6263,Glenda,Spade,3,4.1,India,37.56,Untidy,Lose
6264,Olivero,Rose,1,6.19,Indonesia,10.12,Poor,Lose
6265,Kimbell,Crown,3,3.81,India,27.6,Untidy,Lose
6266,Yul,Halfmoon,5,4.09,Thailand,57.29,Excellent,Win
6267,Odo,Plakat,1,3.6,Indonesia,28.78,Poor,Lose
6268,Denis,Plakat,4,6.54,Thailand,90.7,Excellent,Win
6269,Tally,Halfmoon,3,5.95,Indonesia,0.46,Poor,Lose
6270,Alicia,Halfmoon,2,4.58,Indonesia,8.91,Excellent,Lose
6271,Robin,Spade,3,6.02,Vietnam,76.3,Good,Win
6272,Jamison,Rose,3,6.76,India,46.2,Poor,Lose
6273,Alexis,Crown,2,3.65,Thailand,16.82,Poor,Lose
6274,Wyatan,Spade,1,3.81,Vietnam,31.35,Good,Lose
6275,Leonardo,Spade,3,5.89,Thailand,98.39,Poor,Win
6276,Tamarah,Plakat,2,4.13,Thailand,48.71,Good,Win
6277,Wendell,Plakat,4,5.66,Vietnam,80.78,Good,Win
6278,Herby,Plakat,4,6.93,India,9.5,Poor,Lose
6279,Marsha,Crown,2,3.68,India,29.55,Excellent,Lose
6280,Emelen,Spade,4,4.02,India,33.79,Untidy,Lose
6281,Kelsey,Plakat,4,4.85,Vietnam,92.73,Untidy,Win
6282,Tonnie,Spade,2,6.96,India,16.59,Excellent,Win
6283,Deni,Rose,4,4.42,India,12.31,Untidy,Lose
6284,Ignaz,Spade,5,4.94,Vietnam,64.96,Poor,Lose
6285,Penny,Spade,5,4.88,Indonesia,11.0,Untidy,Lose
6286,Tudor,Rose,5,6.7,Vietnam,9.7,Poor,Lose
6287,Bruno,Halfmoon,5,3.66,Indonesia,17.34,Poor,Lose
6288,Jessika,Spade,2,4.52,India,30.61,Excellent,Win
6289,Waylen,Rose,3,6.4,Vietnam,62.04,Excellent,Lose
6290,Wilie,Rose,3,4.55,Vietnam,72.77,Good,Win
6291,Perry,Halfmoon,3,6.34,Vietnam,82.02,Excellent,Win
6292,Lanni,Plakat,1,5.97,Indonesia,3.94,Poor,Lose
6293,Ansel,Crown,2,3.73,Vietnam,47.68,Poor,Lose
6294,Lani,Plakat,4,5.14,Vietnam,60.85,Excellent,Win
6295,Clem,Rose,3,5.96,Thailand,63.47,Good,Win
6296,Ashley,Plakat,1,4.47,Thailand,42.19,Good,Win
6297,Kally,Plakat,2,5.04,Thailand,39.39,Good,Win
6298,Bird,Plakat,3,6.17,India,23.1,Untidy,Lose
6299,Meghann,Halfmoon,1,5.51,Thailand,76.24,Excellent,Win
6300,Kristi,Spade,5,6.35,India,85.0,Excellent,Win
6301,Bernette,Spade,3,6.81,Indonesia,20.61,Untidy,Lose
6302,Nicol,Rose,4,4.52,Thailand,54.2,Good,Win
6303,Brewster,Crown,2,6.34,Thailand,54.89,Good,Win
6304,Louisette,Halfmoon,4,3.84,Indonesia,25.72,Untidy,Lose
6305,Reinaldos,Rose,3,4.53,Vietnam,94.3,Good,Win
6306,Evan,Halfmoon,2,4.06,India,31.97,Good,Win
6307,Sven,Halfmoon,3,6.96,India,16.7,Good,Win
6308,Jelene,Rose,1,5.4,Thailand,77.6,Poor,Win
6309,Kameko,Halfmoon,2,6.3,Vietnam,76.32,Excellent,Win
6310,Florentia,Spade,2,5.51,Thailand,59.6,Excellent,Win
6311,Guillemette,Plakat,2,5.74,Vietnam,58.79,Excellent,Win
6312,Melicent,Crown,5,5.44,Indonesia,40.62,Excellent,Lose
6313,Hanna,Spade,1,6.92,India,15.89,Good,Lose
6314,Bunnie,Spade,2,4.62,Indonesia,55.38,Untidy,Win
6315,Ferdie,Spade,5,6.46,Vietnam,81.12,Untidy,Win
6316,Jean,Plakat,1,6.09,Thailand,98.54,Good,Win
6317,Kleon,Plakat,1,4.16,Vietnam,90.23,Excellent,Lose
6318,Isidore,Spade,4,6.4,Thailand,47.29,Untidy,Lose
6319,Willi,Halfmoon,4,6.44,Indonesia,27.26,Good,Lose
6320,Neville,Halfmoon,4,6.79,Thailand,3.7,Untidy,Lose
6321,Sim,Crown,3,6.24,Thailand,82.73,Good,Win
6322,Marleah,Spade,3,6.31,Thailand,76.7,Excellent,Win
6323,Erroll,Spade,2,5.51,Vietnam,94.41,Good,Win
6324,Thatch,Plakat,2,6.59,Indonesia,17.65,Poor,Lose
6325,Moises,Plakat,3,4.74,India,28.23,Poor,Lose
6326,Cathee,Rose,5,4.53,India,57.65,Poor,Lose
6327,Penni,Rose,3,5.52,Thailand,60.15,Good,Lose
6328,Melli,Spade,1,4.26,Indonesia,41.49,Untidy,Win
6329,Suzi,Rose,5,3.86,India,0.54,Untidy,Lose
6330,Klement,Rose,4,4.51,Thailand,92.15,Good,Win
6331,Monty,Plakat,2,3.6,Vietnam,71.76,Good,Win
6332,Rois,Spade,3,5.03,Vietnam,65.7,Excellent,Win
6333,Orsola,Rose,5,5.17,Thailand,83.54,Excellent,Win
6334,Cordy,Rose,1,6.5,Indonesia,6.91,Poor,Lose
6335,Vinni,Halfmoon,4,4.37,Thailand,58.71,Good,Win
6336,Tabby,Rose,4,4.11,Vietnam,52.67,Excellent,Win
6337,Hamid,Crown,4,6.21,Thailand,36.85,Poor,Win
6338,Leshia,Spade,3,6.33,Thailand,84.32,Good,Win
6339,Bron,Halfmoon,3,3.79,Indonesia,0.6,Poor,Lose
6340,Ursa,Rose,2,4.51,Vietnam,85.84,Poor,Win
6341,Shaughn,Halfmoon,4,4.06,Indonesia,24.75,Poor,Lose
6342,Justen,Rose,2,4.69,Thailand,59.12,Good,Win
6343,Angelica,Rose,4,5.34,Thailand,79.68,Good,Win
6344,Katina,Halfmoon,2,4.42,India,6.05,Untidy,Lose
6345,Terri,Halfmoon,5,3.61,Vietnam,51.04,Excellent,Win
6346,Jerrold,Halfmoon,2,5.37,Thailand,93.08,Good,Win
6347,Eddy,Crown,2,4.73,Thailand,42.99,Excellent,Lose
6348,Parke,Plakat,5,6.14,Thailand,62.85,Excellent,Win
6349,Urson,Spade,1,6.62,Thailand,61.23,Untidy,Win
6350,Rockwell,Spade,5,6.06,Thailand,76.53,Good,Win
6351,Janene,Spade,3,6.98,Thailand,26.86,Poor,Lose
6352,Krispin,Spade,1,6.58,Indonesia,56.54,Good,Win
6353,Mathe,Spade,2,4.73,Thailand,42.12,Poor,Win
6354,David,Plakat,1,6.56,India,35.44,Poor,Lose
6355,Scott,Spade,3,6.04,India,17.71,Untidy,Lose
6356,Truda,Rose,3,6.18,Vietnam,73.52,Good,Win
6357,Marylou,Plakat,2,4.34,India,12.6,Untidy,Lose
6358,Glad,Halfmoon,4,6.29,Thailand,80.44,Excellent,Win
6359,Ollie,Crown,5,5.13,Vietnam,75.11,Excellent,Win
6360,Ivette,Crown,2,4.12,India,11.89,Poor,Lose
6361,Herby,Crown,2,6.76,Thailand,71.35,Excellent,Win
6362,Allard,Plakat,5,6.57,India,18.34,Poor,Lose
6363,Kai,Plakat,2,4.64,Vietnam,58.82,Good,Win
6364,Kearney,Halfmoon,5,3.96,Vietnam,42.21,Good,Win
6365,Townsend,Crown,5,3.57,India,43.57,Untidy,Lose
6366,Fanchette,Halfmoon,3,4.83,Indonesia,54.24,Good,Lose
6367,Dallon,Plakat,3,3.66,Indonesia,24.48,Poor,Lose
6368,Cleo,Spade,1,5.76,Vietnam,59.24,Excellent,Win
6369,Harris,Rose,5,6.57,Thailand,84.8,Excellent,Win
6370,Natasha,Plakat,5,6.02,India,71.63,Good,Win
6371,Megan,Rose,1,4.05,India,23.11,Poor,Lose
6372,Stanislaw,Rose,5,4.71,India,29.99,Untidy,Lose
6373,Pennie,Rose,5,4.69,Thailand,55.02,Excellent,Win
6374,Ashby,Crown,1,5.76,Thailand,26.68,Untidy,Win
6375,Siward,Crown,5,3.79,India,27.01,Poor,Lose
6376,Laureen,Rose,4,4.37,Thailand,48.14,Excellent,Win
6377,Jorry,Rose,3,6.61,Indonesia,4.05,Good,Lose
6378,Blythe,Rose,1,4.61,Thailand,95.95,Poor,Win
6379,Nessa,Plakat,3,5.85,Vietnam,86.62,Poor,Lose
6380,Geoff,Halfmoon,5,5.75,Vietnam,73.65,Good,Lose
6381,Dalt,Crown,4,5.21,Thailand,54.5,Excellent,Win
6382,Renelle,Plakat,2,3.67,India,4.8,Poor,Lose
6383,Ivonne,Spade,3,4.27,Indonesia,15.92,Untidy,Lose
6384,Perkin,Spade,5,4.83,Indonesia,6.03,Poor,Lose
6385,Lenci,Crown,1,4.68,Thailand,63.34,Excellent,Win
6386,Robenia,Halfmoon,2,6.47,Thailand,69.89,Excellent,Win
6387,Amy,Crown,1,6.29,Vietnam,94.06,Poor,Win
6388,Rayshell,Crown,5,4.4,Thailand,57.34,Poor,Win
6389,Cammy,Halfmoon,3,6.64,Thailand,84.84,Excellent,Lose
6390,Brinn,Spade,1,4.48,India,11.94,Untidy,Lose
6391,Antons,Rose,2,6.33,Indonesia,18.8,Untidy,Lose
6392,Sephira,Crown,4,5.49,Thailand,69.37,Good,Win
6393,Damaris,Crown,1,5.85,Thailand,68.34,Excellent,Win
6394,Britteny,Halfmoon,1,6.81,India,11.39,Poor,Lose
6395,Myrtia,Crown,2,6.95,India,9.04,Untidy,Lose
6396,Willyt,Spade,3,5.32,Vietnam,93.47,Excellent,Win
6397,Jada,Spade,2,5.13,Thailand,74.09,Excellent,Win
6398,Whitney,Halfmoon,4,6.69,Vietnam,69.32,Excellent,Win
6399,Johnath,Spade,3,5.57,Vietnam,73.72,Excellent,Win
6400,Cristiano,Halfmoon,2,5.74,Vietnam,51.6,Good,Win
6401,Devina,Crown,5,3.82,India,4.84,Poor,Lose
6402,Lilllie,Plakat,3,5.56,Vietnam,58.5,Poor,Win
6403,Mercy,Plakat,4,4.3,India,18.1,Good,Lose
6404,Merna,Plakat,5,4.87,Vietnam,64.0,Good,Win
6405,Josephina,Halfmoon,1,4.99,Thailand,39.71,Good,Win
6406,Sanson,Rose,5,6.5,India,57.26,Excellent,Win
6407,Lemar,Halfmoon,5,4.55,Thailand,96.2,Good,Win
6408,Devi,Spade,4,4.76,Vietnam,51.05,Good,Win
6409,Dalenna,Plakat,1,6.07,Vietnam,97.02,Poor,Lose
6410,Miof mela,Halfmoon,5,6.88,Vietnam,78.43,Excellent,Win
6411,Erda,Plakat,4,3.92,India,7.33,Poor,Lose
6412,Joane,Crown,1,6.35,India,65.03,Excellent,Win
6413,Norene,Halfmoon,5,6.8,India,82.94,Excellent,Win
6414,Courtnay,Halfmoon,5,6.59,Thailand,68.54,Good,Win
6415,Basil,Plakat,3,6.95,Indonesia,14.08,Excellent,Lose
6416,Barney,Halfmoon,4,6.1,Indonesia,8.59,Untidy,Lose
6417,Adria,Crown,4,6.43,Thailand,80.72,Good,Win
6418,Janene,Rose,5,5.9,India,61.35,Excellent,Win
6419,Candace,Crown,1,4.71,Thailand,41.0,Excellent,Win
6420,King,Rose,1,6.44,Indonesia,0.79,Excellent,Win
6421,Karl,Crown,2,4.09,India,15.8,Untidy,Lose
6422,Rosaline,Halfmoon,1,3.89,Indonesia,40.52,Untidy,Win
6423,Pauly,Spade,1,6.01,Indonesia,78.9,Excellent,Win
6424,Karlotta,Halfmoon,4,5.51,Thailand,98.16,Excellent,Win
6425,Trescha,Rose,4,3.84,Thailand,45.43,Good,Win
6426,Millard,Rose,3,5.27,India,62.09,Excellent,Win
6427,Matty,Plakat,1,5.28,Vietnam,92.34,Good,Win
6428,Abbot,Halfmoon,2,4.24,Indonesia,46.28,Poor,Lose
6429,Blancha,Halfmoon,5,5.66,Thailand,71.49,Excellent,Win
6430,Guglielmo,Plakat,4,4.28,Thailand,41.34,Good,Win
6431,Hussein,Halfmoon,1,6.38,Vietnam,98.33,Excellent,Lose
6432,Meade,Halfmoon,1,4.46,Thailand,3.84,Excellent,Lose
6433,Stern,Rose,2,5.86,Thailand,71.13,Excellent,Win
6434,Claudio,Halfmoon,2,4.91,Thailand,58.19,Excellent,Win
6435,Jedediah,Plakat,4,4.85,Vietnam,96.73,Untidy,Win
6436,Elfrida,Plakat,4,4.94,Indonesia,78.69,Untidy,Lose
6437,Elnar,Rose,3,5.54,Vietnam,57.41,Good,Win
6438,Nehemiah,Crown,4,6.38,Vietnam,89.09,Good,Lose
6439,Emilio,Halfmoon,1,6.2,Vietnam,68.79,Good,Win
6440,Coleman,Crown,5,6.46,Indonesia,27.91,Untidy,Lose
6441,Branden,Plakat,2,3.92,Thailand,51.9,Excellent,Win
6442,Malinde,Plakat,2,4.74,Indonesia,83.49,Excellent,Lose
6443,Lynn,Halfmoon,4,3.58,India,13.5,Good,Lose
6444,Gunner,Crown,2,7.06,India,16.77,Poor,Win
6445,Rorke,Crown,5,6.45,India,35.97,Untidy,Lose
6446,Zaneta,Spade,2,6.83,Indonesia,16.59,Untidy,Lose
6447,Rachelle,Halfmoon,3,6.64,Vietnam,70.3,Good,Win
6448,Maryjo,Rose,5,6.61,Vietnam,59.52,Excellent,Win
6449,Bern,Spade,3,4.97,Thailand,55.74,Good,Win
6450,Nixie,Rose,1,5.98,Thailand,74.99,Excellent,Win
6451,Liuka,Rose,5,7.04,India,23.48,Poor,Lose
6452,Loise,Crown,1,5.29,Indonesia,19.13,Excellent,Lose
6453,Karon,Rose,5,3.87,Indonesia,2.95,Poor,Lose
6454,Corbin,Rose,2,4.05,Indonesia,54.01,Untidy,Lose
6455,Delilah,Crown,1,4.89,Thailand,52.19,Excellent,Win
6456,Tedman,Rose,2,4.33,India,6.65,Untidy,Lose
6457,Tucky,Plakat,1,4.83,India,3.52,Poor,Lose
6458,Constantia,Crown,3,3.91,India,3.45,Untidy,Lose
6459,Langsdon,Plakat,3,6.52,Thailand,70.94,Good,Win
6460,Guillema,Plakat,5,4.69,Indonesia,6.52,Untidy,Lose
6461,Sheila-kathryn,Halfmoon,2,6.64,India,9.47,Poor,Lose
6462,Oren,Halfmoon,5,4.66,Vietnam,67.82,Excellent,Win
6463,Cristobal,Spade,3,4.31,India,39.94,Poor,Lose
6464,Elbert,Plakat,5,6.37,India,42.43,Untidy,Lose
6465,Sindee,Rose,1,4.4,India,27.84,Poor,Win
6466,Winfred,Rose,5,6.46,Indonesia,7.25,Poor,Lose
6467,Meade,Crown,2,3.74,India,4.05,Poor,Lose
6468,Devan,Rose,3,5.01,Thailand,51.27,Good,Win
6469,Merrilee,Halfmoon,2,5.45,Vietnam,81.41,Good,Win
6470,Berke,Spade,3,5.58,Thailand,52.94,Good,Lose
6471,Maurice,Halfmoon,5,6.08,Thailand,58.33,Excellent,Win
6472,Winifield,Rose,2,4.37,Indonesia,3.91,Untidy,Lose
6473,Ruperto,Rose,1,4.47,Indonesia,25.06,Untidy,Lose
6474,Clywd,Plakat,1,5.28,Thailand,14.14,Good,Lose
6475,Woodie,Plakat,4,7.04,Indonesia,2.37,Untidy,Lose
6476,Annamaria,Crown,2,7.07,Indonesia,14.0,Untidy,Lose
6477,Allister,Halfmoon,1,6.77,Vietnam,0.19,Poor,Win
6478,Amaleta,Plakat,2,5.29,Thailand,72.64,Untidy,Lose
6479,Carlita,Halfmoon,2,6.39,Indonesia,95.1,Good,Lose
6480,Romola,Spade,4,6.34,Thailand,76.75,Excellent,Win
6481,Gordy,Halfmoon,4,6.51,Vietnam,55.98,Good,Win
6482,Mei,Rose,4,6.62,Thailand,70.32,Good,Win
6483,Gabbie,Plakat,4,6.35,Vietnam,57.18,Good,Win
6484,Aleksandr,Spade,4,4.77,Indonesia,45.19,Good,Win
6485,Vail,Plakat,1,5.63,Vietnam,73.6,Excellent,Win
6486,Heddi,Rose,2,4.75,Indonesia,34.83,Poor,Win
6487,Krystyna,Plakat,4,6.39,Thailand,83.02,Good,Win
6488,Denney,Rose,1,5.25,Vietnam,99.45,Good,Win
6489,Josephina,Halfmoon,1,5.51,Thailand,64.53,Excellent,Win
6490,Gustav,Rose,2,4.86,Thailand,49.24,Excellent,Win
6491,Valaree,Plakat,1,6.91,India,8.37,Poor,Lose
6492,Dominik,Spade,3,6.51,Vietnam,81.33,Good,Lose
6493,Nicolais,Spade,5,5.14,India,84.73,Excellent,Win
6494,Donnajean,Rose,3,3.89,Thailand,42.29,Excellent,Win
6495,Jarred,Spade,3,5.31,Thailand,68.17,Excellent,Lose
6496,Son,Rose,4,4.36,Thailand,44.46,Excellent,Win
6497,Valene,Rose,2,4.01,India,16.72,Poor,Lose
6498,Ainslie,Crown,1,4.0,Thailand,35.43,Untidy,Win
6499,Carlota,Spade,1,6.58,Vietnam,80.35,Good,Win
6500,Elinore,Rose,3,6.07,Vietnam,97.25,Excellent,Win
6501,Austina,Spade,3,5.44,Thailand,55.45,Good,Win
6502,Grover,Crown,3,4.35,Thailand,40.42,Excellent,Win
6503,Caldwell,Rose,5,6.02,Vietnam,28.45,Excellent,Lose
6504,Neely,Plakat,3,5.96,Vietnam,50.56,Excellent,Win
6505,Karlee,Spade,2,4.9,Thailand,69.31,Excellent,Win
6506,Joseito,Rose,1,4.42,Thailand,59.45,Excellent,Win
6507,Courtnay,Plakat,2,4.25,Thailand,54.07,Good,Win
6508,Cosme,Plakat,5,6.97,Indonesia,18.7,Untidy,Lose
6509,Grannie,Spade,4,6.31,Vietnam,5.15,Untidy,Lose
6510,Faith,Rose,5,4.63,Vietnam,37.02,Good,Win
6511,Louella,Halfmoon,3,6.39,Vietnam,63.71,Excellent,Win
6512,Jenda,Spade,5,5.08,Indonesia,34.02,Untidy,Win
6513,Giana,Spade,5,6.56,Indonesia,47.68,Untidy,Lose
6514,Christyna,Halfmoon,2,6.38,Indonesia,18.03,Poor,Lose
6515,Ted,Plakat,1,5.67,Thailand,73.35,Good,Win
6516,Zachariah,Plakat,2,3.69,Vietnam,13.75,Untidy,Lose
6517,Minnie,Crown,3,4.88,Indonesia,49.73,Untidy,Lose
6518,Lindie,Spade,3,6.74,Indonesia,36.09,Untidy,Lose
6519,Darius,Plakat,4,4.02,Vietnam,30.67,Good,Win
6520,Ange,Plakat,2,6.04,Thailand,55.6,Good,Win
6521,Willie,Plakat,1,3.71,India,45.83,Untidy,Lose
6522,Giulietta,Crown,5,4.15,India,40.06,Untidy,Lose
6523,Nissie,Rose,3,6.86,India,9.54,Poor,Lose
6524,Berni,Plakat,4,6.99,India,44.23,Untidy,Lose
6525,Mabelle,Plakat,5,6.34,India,42.19,Untidy,Lose
6526,Gustavo,Rose,1,5.78,Vietnam,64.27,Excellent,Win
6527,Valeria,Crown,3,4.8,India,8.93,Poor,Lose
6528,Mathian,Crown,4,6.6,India,19.58,Untidy,Lose
6529,Marcellina,Halfmoon,2,6.65,Vietnam,59.19,Good,Win
6530,Tory,Spade,3,3.97,Indonesia,42.46,Poor,Lose
6531,Winny,Crown,4,3.9,India,72.53,Good,Lose
6532,Minne,Plakat,1,4.31,Thailand,52.12,Good,Win
6533,Alfy,Spade,2,4.29,India,33.06,Untidy,Win
6534,Avrit,Plakat,5,6.62,India,43.74,Untidy,Lose
6535,Dorolice,Plakat,4,5.53,India,72.52,Untidy,Win
6536,Reuben,Halfmoon,1,4.36,Vietnam,42.66,Good,Win
6537,Trever,Plakat,1,6.0,Indonesia,28.33,Poor,Lose
6538,Quent,Plakat,4,6.0,India,14.16,Untidy,Lose
6539,Maridel,Halfmoon,4,5.5,Thailand,77.53,Excellent,Win
