id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
7401,Ebert Group,383 Minute(s),202250,6 Day(s),1120,4.07
7402,"Wintheiser, Kling and Rath",93 Minute(s),157628,4 Day(s),694,3.72
7403,"Howell, Kshlerin and Goodwin",45 Minute(s),265156,6 Day(s),264,4.09
7404,Flatley and Sons,753 Minute(s),77193,6 Day(s),1751,4.39
7405,"Stoltenberg, McClure and Thiel",492 Minute(s),219029,4 Day(s),1510,3.88
7406,"Pacocha, Cartwright and Renner",390 Minute(s),160922,6 Day(s),1263,3.3
7407,"Howe, Hintz and Cronin",151 Minute(s),173416,5 Day(s),78,3.39
7408,"Wehner, Goldner and Williamson",620 Minute(s),94471,4 Day(s),1590,3.88
7409,Gottlieb Inc,89 Minute(s),90099,7 Day(s),67,4.15
7410,Jenkins-Emard,658 Minute(s),104260,2 Day(s),2806,2.31
7411,"Littel, Herman and Ernser",27 Minute(s),216042,6 Day(s),261,4.29
7412,Kozey-Marquardt,477 Minute(s),132413,4 Day(s),1166,4.23
7413,"Becker, Sanford and Torphy",9 Minute(s),81851,6 Day(s),524,4.68
7414,Corwin Group,38 Minute(s),241566,6 Day(s),221,4.01
7415,Swaniawski-Pollich,1217 Minute(s),39905,5 Day(s),1672,2.77
7416,Hartmann-Botsford,227 Minute(s),60302,6 Day(s),795,4.85
7417,"Kautzer, Ratke and Ryan",170 Minute(s),279993,5 Day(s),688,4.39
7418,"Parisian, Johnston and Bashirian",346 Minute(s),176764,4 Day(s),1339,3.61
7419,Becker-Lesch,96 Minute(s),75435,4 Day(s),780,4.98
7420,"Mohr, Kessler and Wyman",452 Minute(s),157303,5 Day(s),1378,4.41
7421,"Aufderhar, McDermott and Abbott",19 Minute(s),203062,7 Day(s),323,3.69
7422,Reichert-Marvin,346 Minute(s),177222,5 Day(s),600,3.76
7423,Lueilwitz-Tremblay,89 Minute(s),243400,5 Day(s),325,4.44
7424,"Prohaska, Harris and Wiza",941 Minute(s),117752,3 Day(s),2881,2.93
7425,"Streich, Nikolaus and Mayer",1327 Minute(s),84784,6 Day(s),2115,3.54
7426,Wolf-Davis,48 Minute(s),107327,6 Day(s),278,3.62
7427,Kihn-Kling,474 Minute(s),179864,7 Day(s),1343,4.6
7428,"Doyle, Jaskolski and Windler",39 Minute(s),94624,5 Day(s),489,3.84
7429,Corkery-Murray,1419 Minute(s),81546,4 Day(s),1890,2.75
7430,Smitham Inc,599 Minute(s),58757,5 Day(s),1997,2.71
7431,"Mayer, Kessler and Kiehn",134 Minute(s),237704,7 Day(s),590,4.22
7432,"Abshire, Kohler and Hoeger",66 Minute(s),142151,7 Day(s),499,4.85
7433,"Olson, Bins and Huel",558 Minute(s),84280,6 Day(s),1770,3.69
7434,Lowe LLC,749 Minute(s),53631,5 Day(s),2134,3.41
7435,Treutel-Labadie,1338 Minute(s),89252,4 Day(s),1651,3.28
7436,Hills-Bergstrom,1088 Minute(s),106199,2 Day(s),2683,2.87
7437,Ward-Beier,1308 Minute(s),73588,5 Day(s),2591,2.9
7438,West-Franecki,926 Minute(s),78531,3 Day(s),1749,3.7
7439,Walker-Anderson,318 Minute(s),162796,7 Day(s),1254,3.19
7440,Durgan-Bailey,355 Minute(s),76550,7 Day(s),1271,4.79
7441,Jerde-Dare,274 Minute(s),149029,6 Day(s),1182,4.68
7442,Kessler-Casper,398 Minute(s),180704,3 Day(s),1069,4.41
7443,"Braun, Pacocha and Fadel",993 Minute(s),74373,3 Day(s),1947,3.7
7444,"Ziemann, Grant and Kohler",11 Minute(s),92331,6 Day(s),512,4.98
7445,O'Kon-Lynch,341 Minute(s),104804,6 Day(s),1158,4.32
7446,Kovacek-Muller,22 Minute(s),116962,6 Day(s),551,4.25
7447,"Funk, Senger and Sawayn",91 Minute(s),143271,6 Day(s),203,3.49
7448,"Dietrich, Johns and Cummings",869 Minute(s),32327,5 Day(s),1607,2.91
7449,Brekke-Nienow,557 Minute(s),65132,3 Day(s),1591,4.32
7450,Mertz-Vandervort,1379 Minute(s),83745,4 Day(s),1609,3.0
7451,Wolf Inc,588 Minute(s),213119,6 Day(s),1010,3.93
7452,Bahringer and Sons,428 Minute(s),169513,5 Day(s),1348,3.11
7453,"Kertzmann, Kemmer and Bednar",94 Minute(s),137503,5 Day(s),157,3.43
7454,Berge and Sons,169 Minute(s),213198,5 Day(s),799,4.72
7455,"Thiel, Satterfield and Gusikowski",328 Minute(s),214641,6 Day(s),1317,3.32
7456,"Hagenes, Goodwin and Swaniawski",749 Minute(s),52175,2 Day(s),2026,3.9
7457,"Gulgowski, Kuhn and Funk",1152 Minute(s),31433,3 Day(s),1982,4.04
7458,Gerhold LLC,37 Minute(s),267951,6 Day(s),496,4.57
7459,Kreiger-Moore,394 Minute(s),200636,5 Day(s),1218,3.83
7460,Krajcik Inc,326 Minute(s),131245,5 Day(s),1401,3.28
7461,Wintheiser Inc,427 Minute(s),240020,6 Day(s),1367,3.79
7462,"Williamson, McKenzie and Kerluke",195 Minute(s),128388,6 Day(s),200,3.72
7463,Bahringer Inc,38 Minute(s),219190,5 Day(s),159,4.86
7464,"Sipes, Erdman and Sipes",85 Minute(s),78032,5 Day(s),470,4.84
7465,Legros-Pouros,128 Minute(s),107440,7 Day(s),736,4.18
7466,"Schimmel, Swaniawski and Nikolaus",164 Minute(s),185200,4 Day(s),1387,4.23
7467,Prohaska-Wuckert,887 Minute(s),70899,5 Day(s),1576,3.34
7468,Dibbert-Klocko,171 Minute(s),113008,6 Day(s),736,3.73
7469,"Brakus, Johnston and Hane",757 Minute(s),30300,4 Day(s),2059,3.05
7470,Zulauf-Spinka,891 Minute(s),100805,6 Day(s),1978,3.98
7471,Stamm-Mayer,22 Minute(s),219647,6 Day(s),168,4.09
7472,"Kemmer, Wolff and Kuvalis",384 Minute(s),210812,5 Day(s),1497,4.23
7473,Cronin Group,206 Minute(s),126574,5 Day(s),472,4.15
7474,Schulist and Sons,168 Minute(s),149449,4 Day(s),407,3.22
7475,Franecki-Roberts,1351 Minute(s),99449,3 Day(s),1512,3.48
7476,Kessler and Sons,132 Minute(s),117789,4 Day(s),623,3.7
7477,"Franecki, Block and Schaefer",230 Minute(s),81098,5 Day(s),510,4.51
7478,"Mills, Kuhlman and Watsica",1355 Minute(s),59486,5 Day(s),2052,4.11
7479,Dietrich Inc,308 Minute(s),102486,4 Day(s),869,3.28
7480,Wiegand Group,6 Minute(s),266232,6 Day(s),471,4.08
7481,"Beahan, Schumm and Kling",556 Minute(s),67315,3 Day(s),1538,3.36
7482,"Mann, Fay and Harvey",104 Minute(s),279873,5 Day(s),672,4.67
7483,Langosh-Sawayn,437 Minute(s),212916,7 Day(s),1102,3.56
7484,Williamson-Rogahn,74 Minute(s),108377,5 Day(s),185,4.07
7485,Volkman-Rogahn,41 Minute(s),255074,7 Day(s),450,4.65
7486,Klocko-Bergnaum,47 Minute(s),209042,5 Day(s),4,3.58
7487,Hand-Cassin,134 Minute(s),184203,6 Day(s),975,4.16
7488,Torphy LLC,322 Minute(s),199091,5 Day(s),1354,3.86
7489,Hills-Batz,1396 Minute(s),126033,3 Day(s),2647,2.34
7490,Lubowitz and Sons,824 Minute(s),111067,6 Day(s),1534,3.67
7491,Berge LLC,765 Minute(s),128812,2 Day(s),2803,3.25
7492,Hirthe-Wilderman,1317 Minute(s),56467,4 Day(s),2264,4.17
7493,"Goodwin, VonRueden and Schaefer",101 Minute(s),222433,6 Day(s),328,4.39
7494,Cruickshank-Weissnat,147 Minute(s),221728,6 Day(s),371,3.5
7495,Leuschke Group,149 Minute(s),187755,5 Day(s),741,4.73
7496,Marquardt-Dach,839 Minute(s),67321,5 Day(s),2596,3.77
7497,Schuppe Group,208 Minute(s),66315,5 Day(s),1009,4.71
7498,"Beatty, Gulgowski and Nicolas",97 Minute(s),168912,4 Day(s),101,4.39
7499,"Weimann, Kilback and Durgan",389 Minute(s),208690,5 Day(s),1255,3.44
7500,Senger-Rutherford,77 Minute(s),275019,7 Day(s),396,4.23
7501,Beer Inc,810 Minute(s),88800,3 Day(s),1763,3.24
7502,Zieme-Upton,462 Minute(s),143512,3 Day(s),1166,3.63
7503,Sanford and Sons,513 Minute(s),183082,6 Day(s),1324,4.48
7504,Hagenes and Sons,197 Minute(s),172319,4 Day(s),1408,3.92
7505,Huel LLC,65 Minute(s),137110,5 Day(s),704,3.85
7506,Durgan Group,448 Minute(s),133997,3 Day(s),1045,3.61
7507,Kirlin Inc,3 Minute(s),77781,7 Day(s),584,3.96
7508,Casper-Donnelly,843 Minute(s),85174,4 Day(s),1868,3.31
7509,Zboncak and Sons,603 Minute(s),46162,5 Day(s),2294,3.48
7510,"Hahn, Heaney and Buckridge",101 Minute(s),151366,7 Day(s),228,3.62
7511,Grady Group,1210 Minute(s),52401,3 Day(s),1810,4.02
7512,Torphy-Adams,1167 Minute(s),90194,3 Day(s),1990,2.9
7513,"Balistreri, Terry and Harris",26 Minute(s),139452,5 Day(s),112,4.88
7514,"Rice, Mitchell and Mertz",743 Minute(s),58447,3 Day(s),1624,2.91
7515,"Daniel, Anderson and Bernier",429 Minute(s),129617,6 Day(s),1261,4.38
7516,Goldner LLC,561 Minute(s),106975,6 Day(s),1507,3.68
7517,"Moen, Nikolaus and Jacobi",1054 Minute(s),120112,4 Day(s),2551,3.26
7518,"Hudson, Murphy and Parisian",256 Minute(s),110658,4 Day(s),1227,3.42
7519,Boehm LLC,1105 Minute(s),63951,4 Day(s),2038,3.52
7520,Stehr LLC,311 Minute(s),191968,7 Day(s),1102,3.26
7521,Schroeder-Johnston,253 Minute(s),179269,6 Day(s),963,3.78
7522,Nolan-Haag,253 Minute(s),206924,4 Day(s),1307,4.76
7523,Schmeler and Sons,516 Minute(s),200404,4 Day(s),1126,4.64
7524,Abbott Inc,166 Minute(s),138040,5 Day(s),1537,4.4
7525,"Hegmann, Hintz and Roob",1027 Minute(s),30738,4 Day(s),1636,3.74
7526,"Skiles, Stroman and Johnson",155 Minute(s),158291,5 Day(s),1174,3.37
7527,Roberts-Davis,319 Minute(s),212495,6 Day(s),1161,4.29
7528,"Fritsch, Lesch and Blick",1253 Minute(s),75472,5 Day(s),1861,2.99
7529,Ward-O'Keefe,432 Minute(s),174239,5 Day(s),1280,3.81
7530,Keeling-Rutherford,450 Minute(s),147560,5 Day(s),1518,4.12
7531,Crona LLC,917 Minute(s),78336,6 Day(s),1846,4.4
7532,Wolff Group,148 Minute(s),117901,4 Day(s),313,4.17
7533,Ferry-Wolf,696 Minute(s),83592,2 Day(s),2341,3.31
7534,Walker-Schuppe,15 Minute(s),260613,6 Day(s),110,4.15
7535,"Cole, Gottlieb and Watsica",800 Minute(s),34326,3 Day(s),2104,3.95
7536,"Schimmel, Labadie and Durgan",353 Minute(s),246094,6 Day(s),1161,4.23
7537,"Bradtke, Bergstrom and O'Hara",483 Minute(s),56532,5 Day(s),1611,2.82
7538,Ernser and Sons,144 Minute(s),154303,6 Day(s),748,4.84
7539,Yundt Group,327 Minute(s),191163,4 Day(s),1020,4.68
7540,"Watsica, Murray and Little",175 Minute(s),206541,6 Day(s),162,4.24
7541,Ebert-Franecki,160 Minute(s),100187,5 Day(s),662,4.78
7542,"Reynolds, Miller and Weissnat",492 Minute(s),133404,6 Day(s),1373,3.97
7543,"Mitchell, Shanahan and Wiegand",1047 Minute(s),98697,2 Day(s),2605,3.3
7544,"Ledner, O'Reilly and Waters",307 Minute(s),59613,7 Day(s),1138,4.26
7545,Feeney-Satterfield,965 Minute(s),66750,5 Day(s),1553,3.07
7546,McGlynn and Sons,204 Minute(s),195850,4 Day(s),1298,4.76
7547,Parker and Sons,70 Minute(s),226232,6 Day(s),370,3.52
7548,Cartwright Inc,649 Minute(s),70499,3 Day(s),1634,2.9
7549,"Hoeger, Hansen and Spencer",159 Minute(s),204900,6 Day(s),220,4.01
7550,"Feil, Abshire and Marvin",478 Minute(s),123496,6 Day(s),1050,3.7
7551,"Bode, Stark and Farrell",1301 Minute(s),88171,5 Day(s),2052,3.13
7552,"Hammes, Hills and Sawayn",1143 Minute(s),106235,2 Day(s),2864,2.76
7553,Little-Rogahn,562 Minute(s),46969,3 Day(s),1670,3.24
7554,"Casper, Torphy and Connelly",1322 Minute(s),36563,3 Day(s),2386,3.71
7555,Muller-Beer,572 Minute(s),54797,2 Day(s),2264,3.15
7556,Stanton-Gutkowski,946 Minute(s),56292,2 Day(s),2434,3.6
7557,Schiller-Kutch,185 Minute(s),151375,3 Day(s),1495,4.48
7558,"Lind, Toy and Runte",216 Minute(s),219204,5 Day(s),1399,4.53
7559,Rohan Group,151 Minute(s),255732,7 Day(s),534,4.08
7560,Pagac-Bode,99 Minute(s),166889,5 Day(s),653,5.0
7561,"Roberts, Glover and Armstrong",153 Minute(s),173191,7 Day(s),1313,3.55
7562,Hauck-Kulas,224 Minute(s),119552,7 Day(s),523,4.57
7563,Pacocha-Labadie,876 Minute(s),31264,2 Day(s),1693,2.99
7564,Carroll-Abernathy,45 Minute(s),290628,5 Day(s),479,4.2
7565,Gutkowski-Dare,129 Minute(s),233305,7 Day(s),62,3.8
7566,Hilll-Schuppe,565 Minute(s),113971,6 Day(s),2057,3.73
7567,Moore Inc,1367 Minute(s),90687,3 Day(s),2276,2.33
7568,Predovic-Legros,910 Minute(s),105734,5 Day(s),1508,3.82
7569,Block and Sons,599 Minute(s),98323,4 Day(s),1634,2.89
7570,Barrows and Sons,162 Minute(s),194445,7 Day(s),174,4.18
7571,Swaniawski Group,151 Minute(s),177961,7 Day(s),1298,3.14
7572,Schiller and Sons,1138 Minute(s),102111,2 Day(s),2345,2.28
7573,"Koelpin, Lesch and Will",73 Minute(s),267575,7 Day(s),656,4.19
7574,Predovic Inc,244 Minute(s),211502,5 Day(s),1089,4.6
7575,Renner and Sons,872 Minute(s),114274,4 Day(s),2584,2.87
7576,Bradtke Inc,701 Minute(s),51519,4 Day(s),1743,4.18
7577,Champlin-Monahan,106 Minute(s),141479,5 Day(s),1246,4.72
7578,"Schaden, Sanford and Stanton",497 Minute(s),169265,3 Day(s),917,4.54
7579,O'Conner-Langosh,263 Minute(s),142841,6 Day(s),1194,4.13
7580,Lemke-Rogahn,28 Minute(s),87113,6 Day(s),358,4.94
7581,Ziemann LLC,375 Minute(s),144717,5 Day(s),934,3.4
7582,Beahan Inc,594 Minute(s),64880,5 Day(s),2553,4.08
7583,Reilly Group,1101 Minute(s),87787,3 Day(s),1755,3.79
7584,Jenkins-Hahn,48 Minute(s),242477,7 Day(s),264,4.37
7585,Waelchi Group,45 Minute(s),210006,7 Day(s),644,3.61
7586,"Goodwin, Sporer and Nienow",99 Minute(s),134772,7 Day(s),158,3.85
7587,"Osinski, Crooks and O'Reilly",23 Minute(s),157677,4 Day(s),238,4.25
7588,Casper LLC,203 Minute(s),112799,5 Day(s),362,3.65
7589,"Wintheiser, Schoen and Murazik",155 Minute(s),152094,5 Day(s),1418,4.31
7590,Jacobson Group,1135 Minute(s),83546,3 Day(s),1613,3.28
7591,Heaney-Lowe,694 Minute(s),43747,4 Day(s),2053,3.39
7592,Altenwerth-Borer,145 Minute(s),103580,6 Day(s),586,4.65
7593,Gibson LLC,887 Minute(s),88319,2 Day(s),2820,2.2
7594,Vandervort Group,1043 Minute(s),38015,4 Day(s),1999,3.52
7595,Ferry-Hudson,320 Minute(s),116426,7 Day(s),106,4.36
7596,Moore-Mertz,808 Minute(s),40696,4 Day(s),1712,3.28
7597,Abernathy-McKenzie,1222 Minute(s),104550,3 Day(s),1616,3.62
7598,"Skiles, Wiza and Gorczany",389 Minute(s),59838,6 Day(s),1203,3.32
7599,"Mohr, Spinka and Mayer",255 Minute(s),152323,3 Day(s),982,3.59
7600,Maggio and Sons,102 Minute(s),94633,6 Day(s),596,3.62
7601,McGlynn Inc,648 Minute(s),37006,4 Day(s),1687,3.13
7602,Reilly-Smitham,69 Minute(s),114458,5 Day(s),587,4.78
7603,Daugherty LLC,317 Minute(s),121689,4 Day(s),1474,4.38
7604,"Gottlieb, Macejkovic and Schuppe",1161 Minute(s),99863,4 Day(s),1732,3.31
7605,DuBuque-Kuhlman,114 Minute(s),95011,4 Day(s),861,4.53
7606,"Wyman, Halvorson and Hermann",199 Minute(s),209948,6 Day(s),1145,3.81
7607,Mueller Group,177 Minute(s),202539,5 Day(s),980,3.6
7608,Fay Group,1054 Minute(s),103019,4 Day(s),2537,2.57
7609,Fisher LLC,446 Minute(s),205992,4 Day(s),1290,4.37
7610,"Schaefer, Walker and Muller",416 Minute(s),181270,5 Day(s),1118,3.87
7611,"Spencer, Spinka and Torp",1049 Minute(s),58013,2 Day(s),1772,3.91
7612,Halvorson Inc,79 Minute(s),125976,6 Day(s),139,3.84
7613,Kling and Sons,31 Minute(s),243748,5 Day(s),442,4.36
7614,Greenfelder-Carroll,73 Minute(s),274944,6 Day(s),145,3.97
7615,Beer-Grimes,96 Minute(s),170770,5 Day(s),444,3.47
7616,Nader-Wiza,424 Minute(s),206222,6 Day(s),152,4.76
7617,Hills-Davis,1086 Minute(s),54796,3 Day(s),1587,2.83
7618,Russel-Jacobson,971 Minute(s),83704,4 Day(s),2476,2.8
7619,Davis Inc,638 Minute(s),66373,5 Day(s),1581,3.22
7620,O'Hara Inc,1328 Minute(s),83324,3 Day(s),1854,3.58
7621,Funk-Zboncak,210 Minute(s),106967,5 Day(s),529,4.22
7622,Nienow LLC,600 Minute(s),47934,4 Day(s),2357,2.99
7623,Reilly Group,888 Minute(s),93608,3 Day(s),1934,3.31
7624,"Carroll, Okuneva and Harvey",232 Minute(s),213943,4 Day(s),1423,3.21
7625,Tremblay-Mosciski,1129 Minute(s),99103,3 Day(s),2061,4.13
7626,"Lowe, Robel and Gibson",495 Minute(s),62045,3 Day(s),2015,3.36
7627,Mohr Inc,1420 Minute(s),95637,5 Day(s),1659,4.33
7628,Nader Inc,251 Minute(s),228049,7 Day(s),415,3.48
7629,Kuhlman-Kautzer,527 Minute(s),192943,3 Day(s),1189,3.68
7630,"Kihn, Borer and Bashirian",346 Minute(s),210881,7 Day(s),1394,4.56
7631,Gleichner-Lehner,452 Minute(s),208064,5 Day(s),1096,4.22
7632,Brown-Schmitt,195 Minute(s),194472,6 Day(s),1257,3.79
7633,Prosacco-Rowe,86 Minute(s),105662,6 Day(s),230,3.51
7634,"Kling, Sporer and DuBuque",562 Minute(s),160456,5 Day(s),1236,3.71
7635,"Pouros, Harber and Wisozk",353 Minute(s),184838,6 Day(s),1294,3.52
7636,Jast-Ziemann,333 Minute(s),197349,6 Day(s),1442,3.65
7637,Kreiger-Macejkovic,339 Minute(s),190356,6 Day(s),936,4.14
7638,Kling-Farrell,1348 Minute(s),122231,3 Day(s),2523,2.13
7639,Frami-Hilll,46 Minute(s),119474,7 Day(s),414,3.95
7640,Hoeger-Tremblay,66 Minute(s),111014,5 Day(s),974,4.16
7641,Brakus Inc,152 Minute(s),143441,4 Day(s),743,3.5
7642,Hilpert Group,555 Minute(s),125992,4 Day(s),1955,3.76
7643,Gorczany LLC,88 Minute(s),175989,6 Day(s),939,3.39
7644,"Kshlerin, Dach and Boehm",337 Minute(s),165278,6 Day(s),1242,3.68
7645,"Nitzsche, Terry and Kub",589 Minute(s),99130,5 Day(s),1819,2.98
7646,Durgan-Cole,183 Minute(s),117070,6 Day(s),1131,3.99
7647,"Graham, Swaniawski and Rath",1332 Minute(s),72519,3 Day(s),2933,3.54
7648,Bartoletti LLC,1358 Minute(s),117226,2 Day(s),2774,3.4
7649,"Bruen, Mertz and Hayes",49 Minute(s),164584,5 Day(s),40,4.33
7650,Buckridge-Stoltenberg,450 Minute(s),153661,3 Day(s),1536,3.79
7651,Blanda Group,162 Minute(s),205787,5 Day(s),9,4.33
7652,Schumm-Schoen,271 Minute(s),186332,7 Day(s),389,4.05
7653,"Dietrich, Rempel and Ledner",744 Minute(s),66293,5 Day(s),1702,3.0
7654,Mertz Group,656 Minute(s),115970,3 Day(s),2782,2.19
7655,Bode-Runte,366 Minute(s),197473,7 Day(s),1113,3.6
7656,Gutmann LLC,398 Minute(s),187870,6 Day(s),1233,4.5
7657,"Kiehn, Kunze and Gerhold",952 Minute(s),56069,6 Day(s),1832,3.68
7658,"Zieme, Parker and Hermann",185 Minute(s),141805,4 Day(s),1269,4.86
7659,Murphy Group,1071 Minute(s),107735,2 Day(s),2573,3.19
7660,"Pouros, Abernathy and Herman",410 Minute(s),134293,4 Day(s),1247,4.57
7661,Ratke and Sons,1422 Minute(s),53901,4 Day(s),1731,3.06
7662,Senger LLC,395 Minute(s),142713,5 Day(s),1084,4.72
7663,Becker Group,396 Minute(s),143636,6 Day(s),1120,4.12
7664,"Cruickshank, Doyle and Collins",162 Minute(s),205505,7 Day(s),864,3.3
7665,Hagenes Inc,107 Minute(s),176129,6 Day(s),1,4.94
7666,Dach Group,271 Minute(s),202903,5 Day(s),1227,4.17
7667,"Vandervort, Kovacek and Turner",497 Minute(s),220442,5 Day(s),1101,3.37
7668,Botsford-Rowe,275 Minute(s),185055,6 Day(s),1263,3.82
7669,Pfannerstill LLC,359 Minute(s),204165,7 Day(s),1224,3.87
7670,"Simonis, Ondricka and Barton",1242 Minute(s),62752,4 Day(s),1753,2.76
7671,McCullough-Corwin,380 Minute(s),219301,5 Day(s),1285,3.9
7672,"Gusikowski, Boyle and Murphy",524 Minute(s),51605,5 Day(s),1508,3.45
7673,Erdman-Kulas,366 Minute(s),190425,6 Day(s),1049,4.38
7674,Windler Inc,126 Minute(s),145483,5 Day(s),1104,4.52
7675,Hermann-Flatley,25 Minute(s),115837,6 Day(s),208,4.43
7676,Legros Inc,413 Minute(s),165017,7 Day(s),1310,3.15
7677,Schmitt-Pacocha,782 Minute(s),108728,5 Day(s),2101,4.22
7678,"Barrows, Lakin and Glover",820 Minute(s),51435,6 Day(s),1599,3.61
7679,Lockman-Moen,125 Minute(s),87292,5 Day(s),664,3.96
7680,"Keebler, Mueller and Koelpin",431 Minute(s),100366,5 Day(s),402,3.83
7681,O'Conner-Braun,1366 Minute(s),110135,2 Day(s),2699,3.41
7682,Dibbert-Bogan,660 Minute(s),88186,5 Day(s),2820,2.75
7683,Altenwerth-Feeney,969 Minute(s),36171,4 Day(s),1606,3.26
7684,"D'Amore, Ziemann and Maggio",119 Minute(s),74888,6 Day(s),445,3.72
7685,D'Amore-Carter,692 Minute(s),95221,5 Day(s),1820,3.09
7686,Borer LLC,1182 Minute(s),103021,2 Day(s),2998,2.91
7687,"Bogan, Murphy and West",688 Minute(s),51277,3 Day(s),1730,4.1
7688,"Cummings, Rippin and Larkin",313 Minute(s),55771,5 Day(s),1103,4.53
7689,Murazik Inc,990 Minute(s),105546,5 Day(s),2603,3.22
7690,"Ortiz, Kling and Gorczany",89 Minute(s),94234,5 Day(s),399,4.67
7691,"Wolff, Ziemann and Hermiston",126 Minute(s),147908,5 Day(s),783,4.33
7692,"Wehner, Hyatt and Collins",358 Minute(s),143819,5 Day(s),1337,4.04
7693,"Upton, Durgan and Kuhn",1006 Minute(s),98313,5 Day(s),2263,2.43
7694,Senger-Ryan,448 Minute(s),185484,6 Day(s),1351,4.18
7695,Sauer Group,1090 Minute(s),68495,5 Day(s),1871,2.95
7696,Heller Group,169 Minute(s),149437,6 Day(s),1036,4.44
7697,Waelchi-Wolff,106 Minute(s),277671,6 Day(s),153,4.4
7698,"Heathcote, Haley and Mante",406 Minute(s),133680,5 Day(s),1209,4.47
7699,"Satterfield, Bednar and McCullough",454 Minute(s),119307,7 Day(s),1193,3.87
7700,Hirthe Group,719 Minute(s),74738,5 Day(s),2157,3.4
7701,Schumm Inc,1054 Minute(s),49870,5 Day(s),1588,2.75
7702,Lind Group,1308 Minute(s),112462,5 Day(s),2974,3.14
7703,"Dibbert, Altenwerth and O'Conner",261 Minute(s),210295,5 Day(s),1387,4.04
7704,VonRueden-Osinski,473 Minute(s),216603,6 Day(s),1401,3.63
7705,Russel Group,1198 Minute(s),67358,5 Day(s),2330,4.06
7706,Beer-Hayes,1155 Minute(s),73784,5 Day(s),1602,3.53
7707,Dare-Morissette,1134 Minute(s),129928,4 Day(s),1603,3.64
7708,"Balistreri, Connelly and Toy",118 Minute(s),101500,7 Day(s),430,4.12
7709,"Mueller, Jones and Kautzer",771 Minute(s),58282,2 Day(s),2387,3.04
7710,"Stamm, McLaughlin and Legros",672 Minute(s),46663,4 Day(s),2266,3.15
7711,Smith-Schmeler,1105 Minute(s),114735,4 Day(s),1596,3.72
7712,Jacobi-Robel,10 Minute(s),158002,7 Day(s),422,3.33
7713,"Kassulke, Jacobson and Beahan",140 Minute(s),229358,6 Day(s),77,4.27
7714,Windler LLC,1167 Minute(s),95549,3 Day(s),2532,2.15
7715,"Schuppe, Schmeler and Ullrich",1332 Minute(s),94420,5 Day(s),1922,2.73
7716,"Wiza, Sporer and Ryan",27 Minute(s),297460,5 Day(s),296,4.74
7717,Tremblay and Sons,232 Minute(s),71937,6 Day(s),709,4.19
7718,Hegmann LLC,205 Minute(s),126963,5 Day(s),797,4.3
7719,"Jacobi, Schumm and Jacobs",244 Minute(s),182293,3 Day(s),1152,4.42
7720,Schimmel-Langworth,1064 Minute(s),90136,6 Day(s),1841,4.19
7721,Huels LLC,1093 Minute(s),37289,5 Day(s),1540,3.6
7722,Olson Group,515 Minute(s),195358,3 Day(s),1311,4.17
7723,Greenfelder Group,169 Minute(s),155723,6 Day(s),163,4.42
7724,"Feil, Rippin and Davis",656 Minute(s),47780,3 Day(s),1965,2.88
7725,"Rau, Nienow and Hirthe",709 Minute(s),62255,4 Day(s),1666,3.97
7726,"Wisoky, Kilback and Upton",21 Minute(s),279695,7 Day(s),203,4.29
7727,Hackett Group,107 Minute(s),79165,5 Day(s),419,4.9
7728,"Schamberger, Ebert and Rice",110 Minute(s),263927,6 Day(s),638,3.64
7729,Murphy-Weber,98 Minute(s),203392,7 Day(s),361,4.13
7730,Adams-Howe,86 Minute(s),62586,7 Day(s),1080,4.96
7731,Heller LLC,78 Minute(s),257446,7 Day(s),523,4.34
7732,Quigley-Stoltenberg,748 Minute(s),60385,4 Day(s),1552,3.88
7733,"Hilll, Hoppe and Willms",1164 Minute(s),95958,2 Day(s),2656,2.72
7734,"VonRueden, Weissnat and Huels",161 Minute(s),255924,7 Day(s),111,4.81
7735,Bradtke Group,155 Minute(s),168089,5 Day(s),1139,4.06
7736,Bernhard-Jacobs,1112 Minute(s),124676,4 Day(s),2663,3.48
7737,Reilly and Sons,1155 Minute(s),51737,3 Day(s),1903,3.17
7738,Larson and Sons,29 Minute(s),118757,6 Day(s),241,3.2
7739,"Lindgren, Franecki and Bayer",185 Minute(s),71190,7 Day(s),711,3.64
7740,Crooks-Schinner,946 Minute(s),108755,3 Day(s),2959,3.13
7741,"Schmidt, Collins and Wehner",211 Minute(s),165743,7 Day(s),1393,3.91
7742,Herzog Group,810 Minute(s),107225,5 Day(s),1744,3.88
7743,O'Keefe-Shanahan,1227 Minute(s),87936,4 Day(s),2797,2.33
7744,Hermiston Inc,443 Minute(s),140852,6 Day(s),1061,3.45
7745,"Parker, Lubowitz and Roob",585 Minute(s),170175,3 Day(s),1202,4.1
7746,Kunde Group,625 Minute(s),110489,4 Day(s),2696,3.06
7747,Hyatt Inc,411 Minute(s),164001,5 Day(s),1166,4.7
7748,Labadie-Borer,209 Minute(s),228716,6 Day(s),1424,4.85
7749,"Padberg, Simonis and Schroeder",1138 Minute(s),88803,5 Day(s),1919,3.17
7750,"Thiel, Rutherford and Grimes",206 Minute(s),182567,6 Day(s),1339,3.84
7751,Schmidt-Ernser,1156 Minute(s),95412,3 Day(s),1791,3.78
7752,Anderson-Bins,337 Minute(s),196228,7 Day(s),1322,3.37
7753,Gutmann Inc,135 Minute(s),80654,4 Day(s),1094,3.25
