id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
4251,Beahan and Sons,182 Minute(s),134643,6 Day(s),1175,4.6
4252,Kertzmann and Sons,542 Minute(s),165177,6 Day(s),1318,4.59
4253,Howe Group,990 Minute(s),41558,2 Day(s),2055,3.93
4254,Botsford-Armstrong,242 Minute(s),181025,5 Day(s),1317,3.76
4255,Greenfelder-Shields,1294 Minute(s),49538,2 Day(s),1742,3.79
4256,Corwin-Douglas,29 Minute(s),148120,6 Day(s),776,4.97
4257,Funk-Quigley,154 Minute(s),201133,7 Day(s),791,4.57
4258,"Parisian, Trantow and Weimann",160 Minute(s),178208,6 Day(s),555,4.01
4259,"Funk, D'Amore and Waters",125 Minute(s),86673,6 Day(s),205,4.44
4260,Labadie LLC,128 Minute(s),119959,4 Day(s),582,3.43
4261,"Huel, Emmerich and Orn",800 Minute(s),78724,5 Day(s),1862,3.68
4262,Gutmann Group,761 Minute(s),122590,3 Day(s),2856,3.58
4263,Larson Inc,1102 Minute(s),76949,3 Day(s),2588,3.51
4264,Cole-Moen,327 Minute(s),127750,5 Day(s),1176,4.94
4265,McLaughlin-Luettgen,499 Minute(s),59235,5 Day(s),306,3.47
4266,Hayes-Douglas,206 Minute(s),133625,6 Day(s),1368,3.94
4267,"Weber, Mayert and Bins",763 Minute(s),87760,4 Day(s),2715,2.12
4268,"Jacobson, Blanda and Berge",288 Minute(s),156940,4 Day(s),1102,3.5
4269,"Ullrich, Erdman and Murphy",339 Minute(s),110612,5 Day(s),1422,4.44
4270,Goodwin-Leuschke,785 Minute(s),88225,3 Day(s),2730,2.13
4271,"Torp, Wisozk and Gusikowski",451 Minute(s),157765,7 Day(s),1394,4.34
4272,"Jerde, Daugherty and Barrows",172 Minute(s),229153,4 Day(s),250,4.28
4273,"Mertz, Volkman and Keebler",1247 Minute(s),99617,5 Day(s),2778,2.94
4274,Turner Group,367 Minute(s),145217,4 Day(s),846,4.66
4275,"Zieme, Bechtelar and Breitenberg",1297 Minute(s),93299,5 Day(s),2386,3.4
4276,Mertz Inc,999 Minute(s),31592,3 Day(s),1745,2.88
4277,Thompson LLC,990 Minute(s),65572,3 Day(s),2064,3.33
4278,Bailey and Sons,21 Minute(s),201784,6 Day(s),48,3.56
4279,Morar LLC,74 Minute(s),223020,7 Day(s),600,4.85
4280,Rolfson-Gislason,176 Minute(s),256863,7 Day(s),309,4.35
4281,McLaughlin-Kuhic,802 Minute(s),35681,2 Day(s),1522,3.46
4282,Hettinger-Abbott,653 Minute(s),37966,2 Day(s),1836,3.67
4283,Weissnat Group,301 Minute(s),155014,6 Day(s),1197,3.64
4284,Farrell Group,149 Minute(s),111687,5 Day(s),592,4.73
4285,Rolfson and Sons,180 Minute(s),92428,5 Day(s),494,4.94
4286,"Kuphal, Schneider and Stanton",96 Minute(s),193563,6 Day(s),720,3.4
4287,"Von, Haley and Kuvalis",1081 Minute(s),81912,6 Day(s),1858,4.25
4288,Bogisich Inc,389 Minute(s),174973,6 Day(s),1466,3.68
4289,Reichel and Sons,1085 Minute(s),56249,5 Day(s),1546,2.87
4290,"Roberts, Pagac and Crist",933 Minute(s),101647,5 Day(s),2614,2.95
4291,Schmidt Inc,108 Minute(s),162587,4 Day(s),452,3.43
4292,"Murray, Cruickshank and Brekke",283 Minute(s),172108,7 Day(s),1203,4.51
4293,Littel Group,334 Minute(s),139412,5 Day(s),1317,3.21
4294,"Jaskolski, Torphy and Kulas",405 Minute(s),124057,4 Day(s),1277,3.39
4295,"Koelpin, Labadie and Dickinson",295 Minute(s),214937,4 Day(s),818,4.22
4296,Predovic Inc,82 Minute(s),175409,6 Day(s),54,3.66
4297,Reinger Inc,489 Minute(s),175325,7 Day(s),839,3.82
4298,D'Amore Group,482 Minute(s),144251,7 Day(s),1019,3.84
4299,Dietrich-Kautzer,806 Minute(s),107681,5 Day(s),2558,2.18
4300,"Carter, Nienow and Turner",197 Minute(s),164962,5 Day(s),1066,3.77
4301,Beer LLC,169 Minute(s),78958,6 Day(s),749,4.71
4302,Lang-Towne,90 Minute(s),222021,5 Day(s),1227,3.49
4303,"Walker, Labadie and Dickens",537 Minute(s),154738,7 Day(s),1298,4.44
4304,"O'Hara, Reynolds and Weber",53 Minute(s),226029,4 Day(s),296,2.94
4305,"Volkman, Nienow and Kreiger",441 Minute(s),206332,6 Day(s),1113,3.91
4306,Carter LLC,94 Minute(s),159131,5 Day(s),1016,3.29
4307,"Kulas, Hintz and Roob",225 Minute(s),191733,4 Day(s),1165,3.22
4308,"Cronin, Thiel and Brown",246 Minute(s),207332,5 Day(s),1146,3.44
4309,Corwin and Sons,1048 Minute(s),35800,2 Day(s),2195,2.96
4310,Schoen Group,355 Minute(s),153161,5 Day(s),1433,4.25
4311,Jerde-Kuhlman,122 Minute(s),97303,7 Day(s),235,4.45
4312,"Trantow, Gottlieb and Boyer",424 Minute(s),213851,5 Day(s),1277,3.69
4313,Reichert and Sons,1431 Minute(s),117422,6 Day(s),2174,3.95
4314,Lueilwitz-Lockman,27 Minute(s),188847,6 Day(s),164,4.77
4315,"Oberbrunner, Dietrich and Runolfsson",9 Minute(s),59584,6 Day(s),1168,4.09
4316,Murazik Inc,5 Minute(s),156741,4 Day(s),284,4.66
4317,"Thiel, Schiller and Murray",1255 Minute(s),90490,6 Day(s),2018,3.32
4318,VonRueden LLC,110 Minute(s),233262,6 Day(s),12,4.5
4319,Kautzer-Gorczany,256 Minute(s),237977,5 Day(s),1225,4.19
4320,McGlynn-Kassulke,328 Minute(s),164954,6 Day(s),400,4.16
4321,"Blanda, Huels and Mann",155 Minute(s),229734,5 Day(s),138,4.66
4322,"Shields, Nitzsche and Conroy",12 Minute(s),273063,6 Day(s),307,4.82
4323,Bruen-Nader,768 Minute(s),79957,4 Day(s),2934,2.26
4324,Paucek-Johnston,1199 Minute(s),115149,4 Day(s),2912,2.18
4325,Batz-Glover,77 Minute(s),163242,7 Day(s),1202,3.72
4326,Considine LLC,590 Minute(s),172916,4 Day(s),1365,3.54
4327,Stroman and Sons,859 Minute(s),127819,2 Day(s),2809,2.89
4328,Swaniawski-Bradtke,1434 Minute(s),43590,2 Day(s),1688,3.95
4329,Graham-Runolfsson,388 Minute(s),193341,4 Day(s),1227,4.1
4330,Wilkinson-Lemke,227 Minute(s),157207,5 Day(s),62,4.84
4331,"Murphy, D'Amore and Klein",502 Minute(s),158572,5 Day(s),1298,4.42
4332,"Lueilwitz, Miller and Gleichner",115 Minute(s),266223,7 Day(s),661,4.43
4333,"Jast, Braun and Ankunding",524 Minute(s),191429,7 Day(s),1146,3.61
4334,Gibson-Emmerich,1400 Minute(s),71879,3 Day(s),1587,3.15
4335,Herzog-Mayer,530 Minute(s),210887,5 Day(s),1186,3.37
4336,"Berge, Treutel and Kris",1223 Minute(s),92697,2 Day(s),2574,2.14
4337,Fahey-Bahringer,870 Minute(s),74160,6 Day(s),2116,3.89
4338,Frami-Haley,88 Minute(s),221816,7 Day(s),216,3.84
4339,Abernathy Inc,1068 Minute(s),87004,3 Day(s),2527,2.45
4340,Roberts Inc,1022 Minute(s),109176,5 Day(s),2856,3.41
4341,Dibbert and Sons,227 Minute(s),213102,5 Day(s),1236,4.12
4342,Price LLC,198 Minute(s),184659,6 Day(s),1346,4.96
4343,Rutherford LLC,1279 Minute(s),64571,3 Day(s),1604,2.92
4344,Greenfelder-Grimes,1298 Minute(s),42437,5 Day(s),1769,2.82
4345,Murray LLC,59 Minute(s),266992,3 Day(s),181,2.47
4346,Dickinson Inc,748 Minute(s),59604,5 Day(s),1854,3.36
4347,Erdman-Okuneva,425 Minute(s),100308,5 Day(s),706,4.84
4348,Kuhn-Stehr,16 Minute(s),124045,6 Day(s),227,4.55
4349,"Lebsack, Green and Spinka",252 Minute(s),132765,5 Day(s),1082,3.79
4350,Kessler-Boyer,242 Minute(s),185846,6 Day(s),1286,4.77
4351,O'Conner-Weimann,1150 Minute(s),88561,3 Day(s),1860,4.09
4352,"Hettinger, Hackett and Murray",951 Minute(s),85137,3 Day(s),1891,2.82
4353,Moen-Hudson,90 Minute(s),287463,7 Day(s),562,3.52
4354,McLaughlin Group,531 Minute(s),219975,6 Day(s),1373,3.65
4355,"Murphy, Krajcik and Rempel",913 Minute(s),108789,2 Day(s),2255,2.58
4356,Zieme-Boehm,58 Minute(s),251172,3 Day(s),157,2.52
4357,Leannon Inc,1227 Minute(s),37972,5 Day(s),2470,3.15
4358,Thompson-Reilly,150 Minute(s),293672,5 Day(s),466,4.8
4359,"Hammes, Gorczany and Rath",23 Minute(s),284972,6 Day(s),58,3.54
4360,Schinner-Hoppe,17 Minute(s),290810,7 Day(s),154,4.61
4361,"Bosco, Mann and Block",94 Minute(s),128155,5 Day(s),134,3.64
4362,Labadie LLC,339 Minute(s),108760,6 Day(s),1468,4.37
4363,"Beahan, Johnson and Towne",696 Minute(s),53038,4 Day(s),2095,3.11
4364,"Shanahan, Sporer and Schmeler",104 Minute(s),140625,6 Day(s),84,4.64
4365,Krajcik-Volkman,562 Minute(s),162199,5 Day(s),1585,3.68
4366,Bechtelar-Feest,1412 Minute(s),49392,5 Day(s),1607,2.93
4367,Schneider-Romaguera,187 Minute(s),249044,6 Day(s),915,3.65
4368,Thompson-Wehner,749 Minute(s),38742,2 Day(s),2337,4.08
4369,Mohr-Carroll,320 Minute(s),136659,3 Day(s),1168,3.58
4370,"Schroeder, O'Kon and Ruecker",544 Minute(s),154558,7 Day(s),1387,3.29
4371,"Predovic, Wolff and Durgan",108 Minute(s),88657,5 Day(s),102,4.43
4372,Bailey LLC,71 Minute(s),154917,5 Day(s),184,4.73
4373,Hills-Huels,1382 Minute(s),59120,3 Day(s),1733,3.57
4374,"Gusikowski, Cummings and Stamm",118 Minute(s),190965,6 Day(s),2,4.65
4375,Koepp LLC,186 Minute(s),105685,7 Day(s),204,3.96
4376,Boyle-McDermott,367 Minute(s),165780,5 Day(s),1127,4.35
4377,"Goodwin, Becker and Skiles",17 Minute(s),287000,6 Day(s),360,4.1
4378,Leuschke Inc,881 Minute(s),43008,5 Day(s),1855,3.34
4379,"Corwin, Gulgowski and Legros",195 Minute(s),81618,7 Day(s),223,3.74
4380,Hyatt-Parisian,216 Minute(s),160166,7 Day(s),1383,4.37
4381,Borer and Sons,96 Minute(s),127027,7 Day(s),140,4.62
4382,"Little, Medhurst and Blick",751 Minute(s),33009,3 Day(s),2051,3.05
4383,Schiller Group,712 Minute(s),79561,2 Day(s),2481,2.17
4384,Pollich-Lang,179 Minute(s),189141,7 Day(s),1173,4.41
4385,MacGyver-Donnelly,31 Minute(s),161236,4 Day(s),157,4.72
4386,Bednar-Considine,97 Minute(s),266289,5 Day(s),568,3.73
4387,"Bernier, Trantow and Steuber",8 Minute(s),212010,7 Day(s),122,4.08
4388,Pfannerstill Group,403 Minute(s),100801,6 Day(s),1255,3.24
4389,"Konopelski, Adams and Emmerich",225 Minute(s),125948,6 Day(s),1444,3.39
4390,VonRueden-Oberbrunner,174 Minute(s),208971,5 Day(s),635,3.22
4391,Daugherty and Sons,1160 Minute(s),127324,2 Day(s),2403,2.57
4392,Bogan-Wilderman,1225 Minute(s),94554,3 Day(s),1612,3.73
4393,Dickinson-Reichel,578 Minute(s),143243,3 Day(s),1179,4.31
4394,"Grady, Kozey and Schuppe",1116 Minute(s),128354,3 Day(s),2191,3.47
4395,"Kub, Kerluke and Lemke",45 Minute(s),129748,5 Day(s),713,3.64
4396,Lemke-Murray,17 Minute(s),118246,5 Day(s),274,4.74
4397,"Morar, Keeling and Luettgen",87 Minute(s),82193,7 Day(s),617,4.55
4398,Hirthe Inc,1373 Minute(s),72214,4 Day(s),2975,2.59
4399,Stokes-Ziemann,430 Minute(s),218864,6 Day(s),1263,4.84
4400,O'Connell-Pollich,55 Minute(s),178448,4 Day(s),608,3.94
4401,Hermann-Nolan,338 Minute(s),218351,5 Day(s),1258,4.03
4402,Beier-Homenick,412 Minute(s),132451,6 Day(s),1181,4.62
4403,Frami Group,1356 Minute(s),125268,5 Day(s),2517,3.0
4404,Murazik-Reynolds,274 Minute(s),164053,6 Day(s),1299,4.58
4405,Batz Inc,283 Minute(s),172711,5 Day(s),1230,4.62
4406,Muller-Funk,309 Minute(s),188373,3 Day(s),1082,4.67
4407,Gutmann and Sons,442 Minute(s),210631,4 Day(s),1017,3.54
4408,Waelchi Group,13 Minute(s),248717,3 Day(s),142,3.06
4409,Will Inc,408 Minute(s),157060,6 Day(s),1361,3.22
4410,"Nicolas, Lakin and Kub",87 Minute(s),191295,5 Day(s),10,3.9
4411,Trantow-Rolfson,169 Minute(s),249452,4 Day(s),205,2.58
4412,Bernhard Inc,623 Minute(s),37249,2 Day(s),1602,3.5
4413,"Abshire, Pfeffer and Lowe",446 Minute(s),105390,5 Day(s),1403,3.64
4414,Haley-Beer,430 Minute(s),102305,4 Day(s),1218,3.86
4415,Anderson Inc,573 Minute(s),201117,4 Day(s),1482,4.66
4416,Abernathy-Renner,364 Minute(s),217548,5 Day(s),1293,4.57
4417,Fritsch-Hamill,121 Minute(s),190001,6 Day(s),1008,4.03
4418,Rice LLC,711 Minute(s),34714,5 Day(s),2456,3.89
4419,"Bayer, Harris and Gleichner",757 Minute(s),87329,5 Day(s),1534,3.34
4420,Monahan-Cormier,78 Minute(s),151215,5 Day(s),41,3.51
4421,Lehner-McClure,353 Minute(s),192376,5 Day(s),1131,3.65
4422,Hettinger Group,12 Minute(s),225720,7 Day(s),178,4.91
4423,Moore-Hills,1145 Minute(s),61213,4 Day(s),1601,3.56
4424,Tillman LLC,436 Minute(s),222783,6 Day(s),1351,4.81
4425,Walsh-Langworth,73 Minute(s),123182,7 Day(s),582,4.39
4426,Gleason and Sons,6 Minute(s),151419,4 Day(s),272,4.37
4427,"West, Medhurst and Legros",179 Minute(s),172660,4 Day(s),192,3.49
4428,Wehner and Sons,764 Minute(s),87119,5 Day(s),1567,3.21
4429,Klocko-Barrows,387 Minute(s),119217,5 Day(s),1109,4.3
4430,"Cormier, Rosenbaum and Brown",639 Minute(s),68294,3 Day(s),1718,2.92
4431,Stark-Paucek,799 Minute(s),92656,4 Day(s),1504,3.05
4432,"Lockman, Schneider and Leffler",1042 Minute(s),79117,4 Day(s),2081,2.74
4433,Dicki Group,164 Minute(s),172782,7 Day(s),1223,3.52
4434,"Feil, Kertzmann and Pacocha",264 Minute(s),151910,5 Day(s),1053,4.36
4435,"Carroll, Klein and Denesik",567 Minute(s),138946,5 Day(s),1200,4.63
4436,Strosin LLC,563 Minute(s),69289,3 Day(s),1859,3.06
4437,Homenick Inc,58 Minute(s),220947,4 Day(s),2154,2.35
4438,Champlin and Sons,724 Minute(s),109216,3 Day(s),1655,3.66
4439,Ullrich-Lang,269 Minute(s),229379,6 Day(s),1388,3.38
4440,Schumm Group,112 Minute(s),236082,4 Day(s),522,2.55
4441,Jaskolski Group,627 Minute(s),59852,5 Day(s),2064,3.16
4442,Morar-Jast,971 Minute(s),88660,4 Day(s),2387,2.91
4443,"Lynch, Hermann and Yundt",530 Minute(s),175201,5 Day(s),1516,3.6
4444,"Reinger, Blick and Purdy",121 Minute(s),154941,5 Day(s),1528,3.69
4445,"Corkery, Mills and Kling",441 Minute(s),196920,7 Day(s),1304,4.15
4446,"Gleason, Kertzmann and Beatty",874 Minute(s),61041,4 Day(s),1531,3.03
4447,"Kuhic, Gulgowski and Jerde",827 Minute(s),127568,4 Day(s),1603,3.65
4448,"Hand, Stroman and Collier",1322 Minute(s),68355,5 Day(s),2200,3.78
4449,"Harris, Fritsch and Lowe",322 Minute(s),186840,6 Day(s),1354,3.9
4450,Dach Inc,1341 Minute(s),60817,3 Day(s),1528,2.97
4451,"Turner, D'Amore and Pfannerstill",8 Minute(s),87560,4 Day(s),351,3.91
4452,"Schuppe, Wehner and Rogahn",219 Minute(s),180864,5 Day(s),9,3.31
4453,Kub-Casper,498 Minute(s),192926,5 Day(s),1204,4.04
4454,Hickle Group,819 Minute(s),31276,3 Day(s),2310,3.39
4455,"Schoen, Hilll and Dickinson",3 Minute(s),251241,3 Day(s),50,2.43
4456,Wisozk-Dicki,108 Minute(s),294991,4 Day(s),557,3.01
4457,Koss and Sons,181 Minute(s),113752,6 Day(s),1102,3.91
4458,O'Reilly Inc,1057 Minute(s),79088,5 Day(s),1509,3.03
4459,Upton Inc,1121 Minute(s),86293,4 Day(s),1727,4.46
4460,Olson-Becker,351 Minute(s),143219,5 Day(s),1348,3.95
4461,D'Amore-Will,821 Minute(s),31613,2 Day(s),1652,2.81
4462,Upton-Daugherty,1017 Minute(s),54019,4 Day(s),1652,3.27
4463,"Hettinger, Christiansen and Boyle",451 Minute(s),123668,6 Day(s),1300,3.59
4464,Ernser-Langosh,523 Minute(s),159387,7 Day(s),1181,3.96
4465,Rau-Stark,953 Minute(s),104455,2 Day(s),2458,2.1
4466,"Von, Torphy and Kulas",74 Minute(s),215220,7 Day(s),750,3.51
4467,Legros Inc,266 Minute(s),202324,3 Day(s),1578,3.56
4468,"Volkman, Parker and Sanford",1222 Minute(s),99092,5 Day(s),1704,2.78
4469,"Olson, Little and Strosin",1252 Minute(s),49309,5 Day(s),2008,4.16
4470,Kihn-Cronin,1263 Minute(s),77225,3 Day(s),1566,3.63
4471,Wilkinson LLC,1014 Minute(s),51682,5 Day(s),1963,2.79
4472,McKenzie-Osinski,355 Minute(s),179192,4 Day(s),1491,4.74
4473,Frami-Swaniawski,1309 Minute(s),60095,3 Day(s),1590,3.57
4474,Monahan Group,1373 Minute(s),54925,2 Day(s),2314,4.16
4475,"Aufderhar, Stokes and Corkery",155 Minute(s),185876,5 Day(s),1123,4.04
4476,Weimann-O'Conner,381 Minute(s),225371,5 Day(s),1343,4.37
4477,Russel LLC,1034 Minute(s),107939,4 Day(s),2523,2.82
4478,Reynolds Group,768 Minute(s),37978,5 Day(s),1944,3.1
4479,Quigley-Yost,54 Minute(s),241324,7 Day(s),576,4.29
4480,Pollich LLC,330 Minute(s),216636,4 Day(s),1085,3.85
4481,Kling-Collins,109 Minute(s),279988,3 Day(s),2188,2.79
4482,"Bode, Towne and Monahan",1144 Minute(s),50753,3 Day(s),1618,2.8
4483,Hermann-Sawayn,38 Minute(s),279869,7 Day(s),35,3.69
4484,Mills Inc,4 Minute(s),164675,4 Day(s),344,3.83
4485,"Hane, King and Goyette",294 Minute(s),146909,6 Day(s),1184,4.58
4486,Brekke-Crist,1438 Minute(s),72260,3 Day(s),1784,3.15
4487,Hoeger LLC,154 Minute(s),264797,7 Day(s),42,3.54
4488,Okuneva-O'Reilly,485 Minute(s),191688,5 Day(s),113,4.68
4489,"Lakin, Labadie and Wisozk",255 Minute(s),190635,7 Day(s),1354,3.65
4490,Schroeder-Legros,871 Minute(s),72224,4 Day(s),2664,2.43
4491,Carter LLC,504 Minute(s),130128,3 Day(s),1041,3.76
4492,Fahey-D'Amore,1009 Minute(s),39139,4 Day(s),1705,4.19
4493,O'Conner-Wolf,137 Minute(s),108942,7 Day(s),471,4.46
4494,"Tillman, Kiehn and Morissette",178 Minute(s),85382,5 Day(s),124,4.55
4495,Pacocha and Sons,40 Minute(s),277390,3 Day(s),2197,3.05
4496,Lehner Group,846 Minute(s),63650,4 Day(s),1659,3.29
4497,Schamberger Group,264 Minute(s),209579,6 Day(s),1041,3.71
4498,Mertz LLC,143 Minute(s),129682,5 Day(s),278,4.96
4499,Kirlin-VonRueden,13 Minute(s),210225,6 Day(s),78,4.99
4500,Schowalter-O'Keefe,62 Minute(s),95265,5 Day(s),746,4.9
4501,Kirlin and Sons,205 Minute(s),228839,5 Day(s),285,3.6
4502,Nolan-Schinner,296 Minute(s),195084,7 Day(s),1214,3.37
4503,Dickinson LLC,140 Minute(s),180347,6 Day(s),969,4.57
4504,Dare-Huel,41 Minute(s),123718,7 Day(s),722,4.91
4505,"Renner, Bogan and Bradtke",1104 Minute(s),129977,6 Day(s),1851,3.75
4506,Simonis Inc,257 Minute(s),159320,6 Day(s),1277,3.59
4507,Nikolaus-Schinner,78 Minute(s),120216,4 Day(s),602,3.56
4508,"Adams, Bosco and Predovic",687 Minute(s),113316,3 Day(s),2379,3.5
4509,Schaefer Group,218 Minute(s),120400,6 Day(s),284,4.75
4510,Buckridge-Kassulke,1075 Minute(s),75158,4 Day(s),1955,2.95
4511,Bergnaum and Sons,1175 Minute(s),118744,5 Day(s),1652,4.39
4512,Bruen-Stamm,775 Minute(s),30422,3 Day(s),1888,3.44
4513,Walter LLC,513 Minute(s),206505,7 Day(s),1280,3.69
4514,Borer LLC,1375 Minute(s),90407,3 Day(s),2625,3.58
4515,Runolfsson-Grady,977 Minute(s),60201,3 Day(s),2058,3.57
4516,"Boehm, McDermott and Kertzmann",122 Minute(s),126797,5 Day(s),517,4.44
4517,Considine Inc,278 Minute(s),147106,5 Day(s),1218,4.71
4518,"Homenick, Herzog and Spencer",175 Minute(s),228874,5 Day(s),157,4.65
4519,"Considine, Zulauf and Walter",90 Minute(s),132273,7 Day(s),468,4.09
4520,"Upton, Green and Hilpert",898 Minute(s),67470,3 Day(s),1793,3.59
4521,"Gibson, Adams and Jones",61 Minute(s),225902,4 Day(s),143,2.12
4522,Blick-Bednar,287 Minute(s),196605,5 Day(s),1191,4.51
4523,Hansen-O'Kon,153 Minute(s),135786,3 Day(s),1339,3.95
4524,Smitham-Roberts,552 Minute(s),169116,4 Day(s),1257,3.55
4525,Thompson-Adams,818 Minute(s),100566,5 Day(s),2074,4.46
4526,"Fritsch, Stokes and McLaughlin",194 Minute(s),140380,5 Day(s),272,4.26
4527,Roob-Reynolds,1063 Minute(s),63065,5 Day(s),1935,3.41
4528,Pollich Group,802 Minute(s),83684,4 Day(s),1983,3.36
4529,"Kutch, Runolfsdottir and Rolfson",86 Minute(s),128576,5 Day(s),126,4.72
4530,"Bosco, Mertz and Waters",10 Minute(s),95236,4 Day(s),299,3.44
4531,"Kilback, Crist and Murazik",953 Minute(s),90593,3 Day(s),1759,3.21
4532,Kutch-Stanton,77 Minute(s),109631,7 Day(s),864,3.79
4533,"Kertzmann, Lueilwitz and Kohler",450 Minute(s),207642,6 Day(s),1471,4.74
4534,Kiehn Group,94 Minute(s),275478,7 Day(s),284,4.12
4535,Fay Inc,17 Minute(s),115528,5 Day(s),233,4.3
4536,Mohr-Koch,3 Minute(s),245534,5 Day(s),16,3.68
4537,"Goldner, Breitenberg and Homenick",1116 Minute(s),31261,2 Day(s),2489,3.4
4538,Tillman-Dare,287 Minute(s),210959,5 Day(s),1345,4.36
4539,Daniel Group,43 Minute(s),99249,7 Day(s),57,3.94
4540,Buckridge-Bradtke,417 Minute(s),195449,6 Day(s),1317,4.05
4541,Wintheiser LLC,965 Minute(s),57296,5 Day(s),2451,2.98
4542,Turcotte-Mayert,318 Minute(s),117962,4 Day(s),1175,3.2
4543,Lebsack and Sons,1413 Minute(s),69954,3 Day(s),1905,3.7
4544,Hegmann LLC,1152 Minute(s),75002,5 Day(s),1876,2.98
4545,"Casper, Baumbach and Boehm",539 Minute(s),210297,5 Day(s),1140,3.61
4546,"Rath, Parisian and Hane",839 Minute(s),45340,3 Day(s),2548,3.06
4547,Huels LLC,111 Minute(s),188023,5 Day(s),712,4.94
4548,Wolf-Kuhic,626 Minute(s),68637,3 Day(s),1987,2.97
4549,Medhurst-Stehr,96 Minute(s),106228,7 Day(s),441,4.55
4550,Rowe-Renner,373 Minute(s),151660,7 Day(s),1126,4.33
4551,"Aufderhar, Mante and DuBuque",76 Minute(s),238714,7 Day(s),483,4.48
4552,"Parisian, Feeney and Sporer",282 Minute(s),216702,6 Day(s),248,4.61
4553,"Bosco, Pacocha and Lehner",52 Minute(s),88982,7 Day(s),198,4.17
4554,Conn-Funk,645 Minute(s),115305,4 Day(s),1662,3.5
4555,"Terry, Nitzsche and O'Reilly",76 Minute(s),212009,7 Day(s),225,4.58
4556,"Brown, Langworth and McClure",200 Minute(s),114880,5 Day(s),101,4.63
4557,Johnston-Hand,1078 Minute(s),128685,3 Day(s),2449,3.54
4558,Johns LLC,240 Minute(s),63627,5 Day(s),1382,4.66
4559,Kris-Smitham,44 Minute(s),156418,4 Day(s),495,4.45
4560,Reichert-Heathcote,694 Minute(s),84244,2 Day(s),2842,3.06
4561,"Leannon, Sanford and West",227 Minute(s),97191,5 Day(s),126,3.5
4562,Zieme Group,719 Minute(s),102142,3 Day(s),2492,3.48
4563,Spencer Group,697 Minute(s),91919,4 Day(s),1948,3.24
4564,"Kassulke, Tromp and Cruickshank",249 Minute(s),169727,4 Day(s),1470,3.91
4565,Schinner-Cartwright,377 Minute(s),166431,3 Day(s),1540,4.18
4566,Rippin-Paucek,381 Minute(s),189275,4 Day(s),1347,4.83
4567,Cummings-O'Keefe,426 Minute(s),109482,6 Day(s),422,3.95
4568,Kilback Inc,883 Minute(s),126395,6 Day(s),2174,3.78
4569,Murazik-Dickens,909 Minute(s),73934,2 Day(s),2420,3.3
4570,Pfeffer-Wolf,1035 Minute(s),31131,4 Day(s),1663,3.11
4571,"Beahan, Pfeffer and Lakin",221 Minute(s),229613,4 Day(s),1366,4.33
4572,Christiansen-Grimes,118 Minute(s),228773,5 Day(s),678,4.12
4573,"Boyle, Wisoky and Heidenreich",405 Minute(s),185217,4 Day(s),1356,4.04
4574,"Tremblay, Hansen and Jakubowski",46 Minute(s),191032,4 Day(s),88,4.73
4575,"Turcotte, Wolf and Konopelski",803 Minute(s),32654,2 Day(s),2163,2.94
4576,"Hickle, Stanton and Lang",853 Minute(s),61228,3 Day(s),1746,4.08
4577,"Wiegand, Zieme and Bode",934 Minute(s),98814,4 Day(s),1562,3.26
4578,Considine-Terry,762 Minute(s),71294,5 Day(s),1998,2.96
4579,Dach-O'Kon,139 Minute(s),187507,4 Day(s),543,3.82
4580,Kilback-Connelly,215 Minute(s),182342,5 Day(s),1110,3.47
4581,Wolff-Kessler,193 Minute(s),154448,7 Day(s),1253,3.78
4582,Walker Inc,361 Minute(s),157072,6 Day(s),1166,3.25
4583,"Hahn, Johnston and McDermott",513 Minute(s),66765,4 Day(s),1710,3.05
4584,Legros Inc,675 Minute(s),36747,3 Day(s),2086,2.84
4585,Lueilwitz Group,733 Minute(s),107600,5 Day(s),2048,4.03
4586,"Dibbert, Howell and Ruecker",362 Minute(s),146763,6 Day(s),987,4.01
4587,Jacobson-Deckow,134 Minute(s),206569,6 Day(s),815,3.3
4588,"Lang, Schmitt and Sanford",182 Minute(s),269898,3 Day(s),292,2.73
4589,Mosciski-Bergnaum,1183 Minute(s),92680,3 Day(s),1922,4.39
4590,Sanford LLC,155 Minute(s),116472,6 Day(s),439,3.24
4591,Kihn-Langworth,389 Minute(s),103963,6 Day(s),1428,4.99
4592,O'Kon Group,81 Minute(s),260983,3 Day(s),2110,2.31
4593,"O'Reilly, Kautzer and Kiehn",226 Minute(s),188329,6 Day(s),1116,4.52
4594,Purdy-Carter,561 Minute(s),215308,6 Day(s),1368,3.86
4595,"Franecki, Langworth and Kirlin",1019 Minute(s),106640,2 Day(s),2982,3.29
4596,"Predovic, Ledner and Mayer",290 Minute(s),229241,4 Day(s),1040,3.73
4597,Howell-Schroeder,668 Minute(s),56714,3 Day(s),1862,3.76
4598,Schaden LLC,101 Minute(s),96622,5 Day(s),419,4.41
4599,"Reichel, Considine and Lang",11 Minute(s),296793,6 Day(s),49,4.71
4600,Mohr-Beer,689 Minute(s),118184,4 Day(s),2663,3.5
4601,"Dach, Bode and Hegmann",108 Minute(s),268401,3 Day(s),297,3.03
4602,Goyette-Weimann,587 Minute(s),74579,3 Day(s),1796,2.94
4603,Wunsch Inc,169 Minute(s),288740,3 Day(s),2335,2.42
4604,Hegmann-McClure,927 Minute(s),90417,5 Day(s),1725,2.92
